time,open,high,low,close,EMA,SMMA,Volume,Bollinger Bars Wicks (Open),Bollinger Bars Wicks (High,Bollinger Bars Wicks (Low),Bollinger Bars Wicks (Close),Bollinger Bars Body (Open),Bollinger Bars Body (High,Bollinger Bars Body (Low),Bollinger Bars Body (Close),RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,OnBalanceVolume,ATR
1737925200,5.45,5.45,5.36,5.36,5.407350895848613,5.4072103920049575,2615,5.45,5.45,5.36,5.36,5.45,5.45,5.36,5.36,49.25133217842052,53.07316497638345,NaN,NaN,NaN,NaN,-0.01590210417072123,0.032999173849956875,0.048901278020678104,-12162500,0.08489135128497498
1738011600,5.44,5.44,5.36,5.38,5.401880716678891,5.4033231931471075,22791,5.44,5.44,5.36,5.36,5.44,5.44,5.36,5.38,50.72800798931594,52.86292596055892,NaN,NaN,NaN,NaN,-0.01643350188686038,0.02835940066210263,0.04479290254896301,-12139709,0.08454196905033391
1738098000,5.45,5.46,5.41,5.41,5.403504573343112,5.40427702269752,44053,5.46,5.46,5.41,5.41,5.45,5.46,5.41,5.41,52.940023475900595,52.959313243934126,NaN,NaN,NaN,NaN,-0.014398938784266013,0.026794229068630493,0.041193167852896506,-12095656,0.08421754268959579
1738184400,5.41,5.48,5.41,5.48,5.41880365867449,5.415094590883588,49539,5.48,5.48,5.41,5.41,5.41,5.48,5.41,5.48,57.7107003699008,53.360744537133066,NaN,NaN,NaN,NaN,-0.008277211664402803,0.030846653272393,0.0391238649367958,-12046117,0.08320200392605326
1738270800,5.5,5.5,5.43,5.48,5.4310429269395915,5.424366792185934,17447,5.5,5.5,5.43,5.43,5.5,5.5,5.43,5.48,57.7107003699008,53.843156800333304,NaN,NaN,NaN,NaN,-0.004363011398883142,0.03367010068819187,0.038033112087075015,-12046117,0.0822590036456209
1738530000,5.41,5.48,5.41,5.48,5.440834341551673,5.432314393302229,26744,5.48,5.48,5.41,5.41,5.41,5.48,5.41,5.48,57.7107003699008,54.284990622285015,NaN,NaN,NaN,NaN,-0.002027690859067968,0.03549849851324005,0.03752618937230802,-12046117,0.08138336052807657
1738616400,5.42,5.5,5.42,5.48,5.448667473241338,5.439126622830481,129269,5.5,5.5,5.42,5.42,5.42,5.5,5.42,5.48,57.7107003699008,54.60191799241416,NaN,NaN,NaN,NaN,-0.0007997813873446558,0.0365264626381272,0.037326244025471855,-12046117,0.0812845490617854
1738702800,5.5,5.55,5.48,5.55,5.46893397859307,5.454965676711841,25272,5.55,5.55,5.48,5.48,5.5,5.55,5.48,5.55,62.785091987877884,55.23863372964177,NaN,NaN,NaN,NaN,0.0041387145682813195,0.042499637235823506,0.03836092266754219,-12020845,0.0804785098430864
1738875600,5.7,5.7,5.57,5.64,5.503147182874456,5.481399151467293,13430,5.7,5.7,5.57,5.57,5.7,5.7,5.57,5.64,68.08718933040942,56.454916085101445,NaN,NaN,NaN,NaN,0.01241097043621632,0.05387463571281259,0.04146366527659627,-12007415,0.08544433056858025
1739134800,5.58,5.65,5.56,5.65,5.532517746299565,5.505484986971965,7419,5.65,5.65,5.56,5.56,5.58,5.65,5.56,5.65,68.62211881352735,57.70940768935527,NaN,NaN,NaN,NaN,0.017205416892153748,0.06297043639178845,0.045765019499634706,-11999996,0.08576973552796743
1739221200,5.65,5.7,5.6,5.7,5.566014197039652,5.53327284597597,31911,5.7,5.7,5.6,5.6,5.65,5.7,5.6,5.7,71.2197677726859,58.858446501269114,NaN,NaN,NaN,NaN,0.022082198906660307,0.07336776813296009,0.05128556922629978,-11968085,0.08678618299025552
1739307600,5.6,5.64,5.6,5.64,5.580811357631721,5.548519582265117,3646,5.64,5.64,5.6,5.6,5.6,5.64,5.6,5.64,64.33670699347292,59.37835236769331,NaN,NaN,NaN,NaN,0.019684665464451807,0.07589140105686454,0.05620673559241273,-11971731,0.08773002706238017
1739394000,5.59,5.6,5.56,5.56,5.576649086105377,5.550159641941529,44370,5.6,5.6,5.56,5.56,5.59,5.6,5.56,5.56,56.49652399847581,59.160262730702826,NaN,NaN,NaN,NaN,0.011532196074914583,0.07062198068605596,0.05908978461114138,-12016101,0.08717788227221016
1739480400,5.58,5.58,5.56,5.56,5.573319268884301,5.551565407378454,28190,5.58,5.58,5.56,5.56,5.58,5.58,5.56,5.56,56.49652399847581,59.41472057272612,NaN,NaN,NaN,NaN,0.0052791391397805434,0.06568870853586706,0.060409569396086514,-12016101,0.08237946210990946
1739739600,5.55,5.65,5.55,5.64,5.586655415107441,5.564198920610103,23044,5.65,5.65,5.55,5.55,5.55,5.65,5.55,5.64,61.883551215384564,60.31702193250926,NaN,NaN,NaN,NaN,0.005637773590011483,0.06745678638360086,0.06181901279358938,-11993057,0.08363807195920168
1739826000,5.65,5.92,5.65,5.92,5.653324332085953,5.615027646237231,104428,5.92,5.92,5.65,5.65,5.65,5.92,5.65,5.92,74.01286708354205,61.980226153525415,NaN,NaN,NaN,NaN,0.022872371037461453,0.0904094765904162,0.06753710555295475,-11888629,0.09766392396211587
1739912400,5.93,6.21,5.93,6.08,5.738659465668762,5.6814522682033415,77319,6.21,6.21,5.93,5.93,5.93,6.21,5.93,6.08,78.26846766327922,63.78940073833818,NaN,NaN,NaN,NaN,0.042070778654499305,0.12012557887107889,0.07805480021657958,-11811310,0.11140221510767903
1739998800,6.08,6.08,6.02,6.02,5.79492757253501,5.729816229888578,13378,6.08,6.08,6.02,6.02,6.08,6.08,6.02,6.02,73.41341579231138,64.91102326851036,NaN,NaN,NaN,NaN,0.047357878334876646,0.1372521481351754,0.08989426980029874,-11824688,0.10773062831427342
1740085200,6.05,6.05,5.97,6,5.835942058028008,5.7684139113330675,59645,6.05,6.05,5.97,5.97,6.05,6.05,5.97,6,71.81429462975031,65.91842285849961,NaN,NaN,NaN,NaN,0.04609324957407987,0.1475108317678986,0.10141758219381872,-11884333,0.10574986914896818
1740344400,6,6,5.9,5.9,5.848753646422407,5.787211923999772,37343,6,6,5.9,5.9,6,6,5.9,5.9,64.2754350861764,66.38733248109074,NaN,NaN,NaN,NaN,0.035577949338870485,0.14589001886740682,0.11031206952853634,-11921676,0.10533916420975616
1740430800,5.92,5.92,5.75,5.75,5.829002917137926,5.781895934856948,25147,5.92,5.92,5.75,5.75,5.92,5.92,5.75,5.75,54.95606930585179,66.19057311937294,NaN,NaN,NaN,NaN,0.01654376431872029,0.1309917749269367,0.11444801060821641,-11946823,0.10995779533763071
1740517200,5.79,5.83,5.74,5.74,5.811202333710341,5.7759108013059555,44386,5.83,5.83,5.74,5.74,5.79,5.83,5.74,5.74,54.38989135995514,65.59091593166417,NaN,NaN,NaN,NaN,0.002064677133980203,0.11702885702569166,0.11496417989171145,-11991209,0.10853223852779993
1740603600,5.81,5.9,5.81,5.9,5.828961866968273,5.793637829690819,138876,5.9,5.9,5.81,5.81,5.81,5.9,5.81,5.9,61.26588665704427,65.1036800264238,NaN,NaN,NaN,NaN,0.002043951733520122,0.1175191195586116,0.11547516782509148,-11852333,0.11220850720438566
1740690000,5.9,5.93,5.89,5.89,5.841169493574618,5.807403854020701,61799,5.93,5.93,5.89,5.89,5.9,5.93,5.89,5.89,60.65046426402768,64.53427613003097,NaN,NaN,NaN,NaN,0.0002328724257190523,0.1157662583572403,0.11553338593152125,-11914132,0.10705075668978668
1740949200,5.93,5.94,5.88,5.93,5.858935594859695,5.8249175891606,11565,5.94,5.94,5.88,5.88,5.93,5.94,5.88,5.93,62.28254495812993,63.8959030718484,NaN,NaN,NaN,NaN,0.0005849261712159437,0.11626454364554117,0.11567961747432523,-11902567,0.10368998835480195
1741035600,5.92,6,5.9,6,5.887148475887756,5.849929362137658,63055,6,6,5.9,5.9,5.92,6,5.9,6,65.01706429484736,63.944500021946574,NaN,NaN,NaN,NaN,0.004187531318057464,0.12091403162189707,0.1167265003038396,-11839512,0.10342641775803037
1741122000,5.9,5.98,5.9,5.98,5.905718780710204,5.868510881832279,17999,5.98,5.98,5.9,5.9,5.9,5.98,5.9,5.98,63.59833031539748,64.45177190172669,NaN,NaN,NaN,NaN,0.0038855306202808526,0.12158341357919067,0.11769788295890982,-11857511,0.10318167363245676
1741208400,5.91,6,5.91,5.99,5.922575024568164,5.885866470141954,43901,6,6,5.91,5.91,5.91,6,5.91,5.99,64.02107339289884,64.98923971561405,NaN,NaN,NaN,NaN,0.0030577040037779446,0.12152001296363224,0.1184623089598543,-11813610,0.1022401255158527
1741294800,5.95,6,5.9,6,5.938060019654531,5.9021712601216745,21358,6,6,5.9,5.9,5.95,6,5.9,6,64.4654899346037,65.17366390984398,NaN,NaN,NaN,NaN,0.0019367268015791084,0.12088321746182817,0.11894649066024907,-11792252,0.10208011655043461
1741554000,5.95,6.01,5.95,6.01,5.952448015723625,5.9175753658185775,57090,6.01,6.01,5.95,5.95,5.95,6.01,5.95,6.01,64.93197527518478,64.52502878067561,NaN,NaN,NaN,NaN,0.0006863577766633988,0.11980443788107831,0.11911808010441491,-11735162,0.09907439393968927
1741640400,6.03,6.04,5.95,6.04,5.9699584125789,5.935064599273066,86138,6.04,6.04,5.95,5.95,6.03,6.04,5.95,6.04,66.35878253683512,63.6743369859296,NaN,NaN,NaN,NaN,0.000695223802571851,0.11998710985762973,0.11929188605505787,-11649024,0.09842622294399717
1741726800,5.98,6.03,5.95,5.95,5.96596673006312,5.937198227948343,88344,6.03,6.03,5.95,5.95,5.98,6.03,5.95,5.95,58.64933845471391,62.61976003324406,NaN,NaN,NaN,NaN,-0.006166815022624367,0.11158336727677742,0.11775018229940179,-11737368,0.09782434987656878
1741813200,5.98,6.03,5.94,6.01,5.974773384050496,5.94759848109858,24427,6.03,6.03,5.94,5.94,5.98,6.03,5.94,6.01,61.83285933728857,61.9068003694968,NaN,NaN,NaN,NaN,-0.007388979491242134,0.10851395793534913,0.11590293742659126,-11712941,0.09726546774252813
1741899600,6,6,5.92,5.92,5.963818707240397,5.94365584094164,35753,6,6,5.92,5.92,6,6,5.92,5.92,54.99354030704481,61.243807885273114,NaN,NaN,NaN,NaN,-0.014567920688456276,0.09769303656602091,0.11226095725447718,-11748694,0.09674650576091896
1742158800,5.92,5.92,5.9,5.9,5.951054965792317,5.937419292235691,13476,5.92,5.92,5.9,5.9,5.92,5.92,5.9,5.9,53.57536206908659,61.14518593978989,NaN,NaN,NaN,NaN,-0.02060368247174342,0.0865063541647979,0.10711003663654133,-11762170,0.09126461249228186
1742245200,5.92,5.92,5.87,5.89,5.938843972633854,5.930645107630592,17425,5.92,5.92,5.87,5.87,5.92,5.92,5.87,5.89,52.841609120226636,61.03459435123785,NaN,NaN,NaN,NaN,-0.024921380340917607,0.07595831121039431,0.10087969155131192,-11779595,0.08831714017140457
1742331600,5.88,5.89,5.7,5.8,5.911075178107083,5.911981520826221,67365,5.89,5.89,5.7,5.7,5.88,5.89,5.7,5.8,46.649244101667726,59.990548454425245,NaN,NaN,NaN,NaN,-0.03298450041473354,0.05964906603289499,0.09263356644762853,-11846960,0.0955802015877328
1742418000,5.8,5.85,5.71,5.71,5.870860142485666,5.883127017851047,31418,5.85,5.85,5.71,5.71,5.8,5.85,5.71,5.71,41.42174904357506,58.61706879582148,NaN,NaN,NaN,NaN,-0.04289731813906669,0.03901191877379517,0.08190923691286187,-11878378,0.09875304433146614
1742504400,5.75,5.88,5.75,5.87,5.870688113988533,5.881251729586611,76063,5.88,5.88,5.75,5.75,5.75,5.88,5.75,5.87,51.76924444374535,57.866118759079725,NaN,NaN,NaN,NaN,-0.03739765661119107,0.03516216614887302,0.07255982276006409,-11802315,0.10384211259350427
1742763600,5.85,5.86,5.84,5.85,5.866550491190826,5.876787196788524,47417,5.86,5.86,5.84,5.84,5.85,5.86,5.84,5.85,50.56681625502112,56.83395818480642,NaN,NaN,NaN,NaN,-0.033927995685418086,0.03014982815329148,0.06407782383870957,-11849732,0.09856767597968255
1742850000,5.87,5.87,5.85,5.86,5.865240392952661,5.8743890258187355,19702,5.87,5.87,5.85,5.85,5.87,5.87,5.85,5.86,51.177424543693384,55.94675062968469,NaN,NaN,NaN,NaN,-0.02992072648884244,0.026676915727656514,0.056597642216498954,-11830030,0.09295569912399097
1742936400,5.85,5.86,5.82,5.83,5.858192314362128,5.868047736416059,36965,5.86,5.86,5.82,5.82,5.85,5.86,5.82,5.83,49.213458661110764,54.889063863128406,NaN,NaN,NaN,NaN,-0.028271073681011907,0.021258800115234067,0.049529873796245974,-11866995,0.08917314918656305
1743022800,5.81,5.85,5.81,5.85,5.856553851489703,5.865469488356622,36904,5.85,5.85,5.81,5.81,5.81,5.85,5.81,5.85,50.57519766764813,53.896900129774444,NaN,NaN,NaN,NaN,-0.02493028799068374,0.018367013807891297,0.043297301798575036,-11830091,0.08566078138752284
1743109200,5.85,5.85,5.81,5.81,5.847243081191762,5.857545275734247,15929,5.85,5.85,5.81,5.81,5.85,5.85,5.81,5.81,47.81389481743997,52.674180097078384,NaN,NaN,NaN,NaN,-0.024476901138417592,0.012701175375553042,0.037178076513970634,-11846020,0.08239929700269978
1743368400,5.78,5.85,5.78,5.82,5.84179446495341,5.8521816649150695,62896,5.85,5.85,5.78,5.78,5.78,5.85,5.78,5.82,48.56988926152832,51.40354486312789,NaN,NaN,NaN,NaN,-0.022610376227874332,0.008915106229127723,0.031525482457002055,-11783124,0.08151363293107831
1743454800,5.85,5.87,5.8,5.87,5.847435571962728,5.854727141355774,43140,5.87,5.87,5.8,5.8,5.85,5.87,5.8,5.87,52.29136663188836,50.94940401864035,NaN,NaN,NaN,NaN,-0.017351729905794422,0.009835820074759027,0.02718754998055345,-11739984,0.08069123057885845
1743541200,5.87,5.88,5.86,5.87,5.851948457570182,5.856908978304949,51805,5.88,5.88,5.86,5.86,5.87,5.88,5.86,5.87,52.29136663188835,50.267868825397485,NaN,NaN,NaN,NaN,-0.013393969617514268,0.010445087958660615,0.023839057576174882,-11739984,0.07635614268036853
1743627600,5.85,5.87,5.77,5.86,5.853558766056145,5.857350552832813,12771,5.87,5.87,5.77,5.77,5.85,5.87,5.77,5.86,51.42819224667493,50.013201106799634,NaN,NaN,NaN,NaN,-0.01106670089916566,0.010005681452217807,0.021072382351383468,-11752755,0.07804498963177083
1743714000,5.88,5.88,5.74,5.75,5.832847012844916,5.842014759570982,30943,5.88,5.88,5.74,5.74,5.88,5.88,5.74,5.75,43.01653860811307,49.258999431015816,NaN,NaN,NaN,NaN,-0.01623993511267855,0.0007724634605352776,0.01701239857321383,-11783698,0.08247034751521574
1743976800,5.77,5.77,5.56,5.58,5.7822776102759335,5.80458407963227,31532,5.77,5.77,5.56,5.56,5.77,5.77,5.56,5.58,33.81216860271756,47.89975367976517,NaN,NaN,NaN,NaN,-0.029635195501094842,-0.020031595803154723,0.009603599697940118,-11815230,0.09157960840698605
1744063200,5.56,5.83,5.56,5.75,5.775822088220747,5.796786353970517,54023,5.83,5.83,5.56,5.56,5.56,5.83,5.56,5.75,46.20765951469617,47.86821192355291,NaN,NaN,NaN,NaN,-0.025716110621507672,-0.022541538578944476,0.0031745720425631983,-11761207,0.10432392209220136
1744149600,5.78,5.8,5.7,5.7,5.760657670576598,5.782959731974729,9789,5.8,5.8,5.7,5.7,5.78,5.8,5.7,5.7,43.6201694324545,48.02524195133002,NaN,NaN,NaN,NaN,-0.025131448289857944,-0.028239738319759233,-0.0031082900299012877,-11770996,0.10401507051418694
1744236000,5.75,5.8,5.75,5.76,5.760526136461278,5.779679770264053,47062,5.8,5.8,5.75,5.75,5.75,5.8,5.75,5.76,47.42479258584927,47.71492396148029,NaN,NaN,NaN,NaN,-0.019590163704126185,-0.02759599466005902,-0.008005830955932835,-11723934,0.10372827976317356
1744322400,5.75,5.8,5.74,5.8,5.768420909169023,5.782582660226331,45446,5.8,5.8,5.74,5.74,5.75,5.8,5.74,5.8,49.85428278644107,47.66402871372457,NaN,NaN,NaN,NaN,-0.012464350940377091,-0.0235862696314042,-0.011121918691027109,-11678488,0.10060483120866114
1744581600,5.71,5.8,5.71,5.75,5.764736727335218,5.777927994479712,11901,5.8,5.8,5.71,5.71,5.71,5.8,5.71,5.75,46.93468667649592,47.36097600892476,NaN,NaN,NaN,NaN,-0.010434114458500218,-0.02416456176415238,-0.013730447305652163,-11690389,0.09984734326518532
1744668000,5.82,5.82,5.77,5.79,5.769789381868175,5.779652566696896,21188,5.82,5.82,5.77,5.77,5.82,5.82,5.77,5.79,49.48344523917537,47.380260764500804,NaN,NaN,NaN,NaN,-0.005936743622524198,-0.02115137683380741,-0.015214633211283213,-11669201,0.09771539017481497
1744754400,5.78,5.79,5.77,5.79,5.77383150549454,5.781130771454483,12588,5.79,5.79,5.77,5.77,5.78,5.79,5.77,5.79,49.48344523917536,47.30227844818132,NaN,NaN,NaN,NaN,-0.0026679558936198583,-0.018549578078308038,-0.01588162218468818,-11669201,0.09216429087661393
1744840800,5.79,5.8,5.72,5.8,5.779065204395632,5.7838263755324135,16876,5.8,5.8,5.72,5.72,5.79,5.8,5.72,5.8,50.17727798297274,47.47109153143366,NaN,NaN,NaN,NaN,0.000303681940546717,-0.015502019759004781,-0.0158057016995515,-11652325,0.0912954129568558
1745272800,5.8,5.8,5.76,5.8,5.783252163516505,5.786136893313497,53467,5.8,5.8,5.76,5.76,5.8,5.8,5.76,5.8,50.17727798297274,47.58590501153684,NaN,NaN,NaN,NaN,0.0022944250210282287,-0.012937670423266212,-0.01523209544429444,-11652325,0.08763145488850896
1745359200,5.8,5.8,5.74,5.74,5.774601730813204,5.779545908554426,33146,5.8,5.8,5.74,5.74,5.8,5.8,5.74,5.74,45.79997207900383,47.12223397204508,NaN,NaN,NaN,NaN,-0.0002682850566329848,-0.015567451765085671,-0.015299166708452687,-11685471,0.08565777953932972
1745445600,5.75,5.77,5.73,5.75,5.769681384650563,5.775325064475223,19502,5.77,5.77,5.73,5.73,5.75,5.77,5.73,5.75,46.63554680774478,46.718246841749114,NaN,NaN,NaN,NaN,-0.001082821918673706,-0.01665269410679482,-0.015569872188121113,-11665969,0.08239650957223468
1745791200,5.8,5.81,5.72,5.8,5.775745107720451,5.778850055264477,147028,5.81,5.81,5.72,5.72,5.8,5.81,5.72,5.8,50.72588577881998,46.66808209404519,NaN,NaN,NaN,NaN,0.0017962362142505996,-0.013324576920307862,-0.015120813134558462,-11518941,0.08293961603136077
1745877600,5.8,5.8,5.75,5.8,5.78059608617636,5.78187147594098,13102,5.8,5.8,5.75,5.75,5.8,5.8,5.75,5.8,50.72588577881998,47.218749749095686,NaN,NaN,NaN,NaN,0.0036444659718910775,-0.010565230669694614,-0.014209696641585692,-11518941,0.08058678631483499
1745964000,5.8,5.8,5.75,5.8,5.784476868941089,5.7844612650922675,35251,5.8,5.8,5.75,5.75,5.8,5.8,5.75,5.8,50.72588577881998,48.42687240453156,NaN,NaN,NaN,NaN,0.004741398741267685,-0.008282948215001085,-0.01302434695626877,-11518941,0.07840201586377533
1746050400,5.77,5.85,5.76,5.85,5.797581495152871,5.793823941507658,176338,5.85,5.85,5.76,5.76,5.77,5.85,5.76,5.85,55.03090806719424,49.057104443995705,NaN,NaN,NaN,NaN,0.008490006669141096,-0.002411838619842399,-0.010901845288983495,-11342603,0.07923044330207708
1746136800,5.84,5.89,5.84,5.89,5.816065196122296,5.807563378435136,170448,5.89,5.89,5.84,5.84,5.84,5.89,5.84,5.89,58.17885341697293,50.09701044288988,NaN,NaN,NaN,NaN,0.013046597912288302,0.005406402101376884,-0.0076401958109114185,-11172155,0.07714255449478584
1746396000,5.89,5.96,5.89,5.94,5.840852156897837,5.826482895801545,125713,5.96,5.96,5.89,5.89,5.89,5.96,5.89,5.94,61.78043686095185,51.122413605397206,NaN,NaN,NaN,NaN,0.018479194204314504,0.015458796944481712,-0.0030203972598327926,-11046442,0.07663237203087259
1746482400,5.94,5.99,5.94,5.99,5.87068172551827,5.84984248211561,43131,5.99,5.99,5.94,5.94,5.94,5.99,5.94,5.99,65.02420513844481,52.205979487683194,NaN,NaN,NaN,NaN,0.024133949993823803,0.027147040232446962,0.003013090238623158,-11003311,0.0747300597429531
1746568800,5.95,5.97,5.95,5.95,5.886545380414616,5.864150698956237,14175,5.97,5.97,5.95,5.95,5.95,5.97,5.95,5.95,60.59357639623709,53.18161446766471,NaN,NaN,NaN,NaN,0.023832923512462946,0.03280424462920184,0.008971321116738894,-11017486,0.07224934118988502
1746655200,5.95,5.99,5.95,5.99,5.907236304331693,5.882129170533918,30326,5.99,5.99,5.95,5.95,5.95,5.99,5.95,5.99,63.2875212425371,54.16761989647625,NaN,NaN,NaN,NaN,0.024865801443794605,0.04005357292148215,0.015187771477687545,-10987160,0.06994581681917895
1746741600,5.99,6.02,5.97,5.97,5.919789043465355,5.894682146171929,28781,6.02,6.02,5.97,5.97,5.99,6.02,5.97,5.97,61.04056352239648,54.99312834527776,NaN,NaN,NaN,NaN,0.022794865630686112,0.043681353516045185,0.020886487885359073,-11015941,0.06852111561780902
1747000800,6,6.04,6,6.04,5.943831234772284,5.915441839575939,24175,6.04,6.04,6,6,6,6.04,6,6.04,65.63886127880642,56.09752715212302,NaN,NaN,NaN,NaN,0.024578717004698537,0.05160988414123224,0.027031167136533706,-10991766,0.06862675021653697
1747087200,6.04,6.22,6.04,6.22,5.999064987817827,5.958950148207947,75776,6.22,6.22,6.04,6.04,6.04,6.22,6.04,6.22,74.10315065060254,57.80651805695373,NaN,NaN,NaN,NaN,0.03564908502338561,0.07159252341576572,0.03594343839238011,-10915990,0.07658198234392717
1747173600,6.27,6.33,6.21,6.23,6.045251990254262,5.9976715556068125,46952,6.33,6.33,6.21,6.21,6.27,6.33,6.21,6.23,74.47927217587106,59.855039492444234,NaN,NaN,NaN,NaN,0.04102948045593681,0.08723028896230112,0.04620080850636431,-10869038,0.07968326931936096
1747260000,6.23,6.23,6.13,6.17,6.07020159220341,6.022289904805839,14405,6.23,6.23,6.13,6.13,6.23,6.23,6.13,6.17,68.08933908476284,61.38745322651696,NaN,NaN,NaN,NaN,0.03800071113272133,0.09370169742226597,0.05570098628954464,-10883443,0.08113446436797807
1747346400,6.08,6.15,6,6.09,6.074161273762728,6.0319627755478615,22085,6.15,6.15,6,6,6.08,6.15,6,6.09,60.62125453181335,62.094265280302196,NaN,NaN,NaN,NaN,0.028497048762134658,0.09132229724221297,0.06282524848007831,-10905528,0.08748200262740821
1747605600,6.05,6.15,6.05,6.15,6.089329019010183,6.048825236183881,27154,6.15,6.15,6.05,6.05,6.05,6.15,6.05,6.15,63.82585796689297,63.02997757945026,NaN,NaN,NaN,NaN,0.024302768950486442,0.09320370966818636,0.06890094071769992,-10878374,0.0883761452968791
1747692000,6.15,6.17,6.12,6.15,6.101463215208146,6.0632787738718985,16366,6.17,6.17,6.12,6.12,6.15,6.17,6.12,6.15,63.82585796689297,63.96568987859833,NaN,NaN,NaN,NaN,0.019771727589950314,0.09361560020513782,0.0738438726151875,-10878374,0.08563499206138772
1747778400,6.15,6.15,6.07,6.07,6.095170572166517,6.064238949033055,32961,6.15,6.15,6.07,6.07,6.15,6.15,6.07,6.07,56.69173968894395,64.08432070872333,NaN,NaN,NaN,NaN,0.010116658418036759,0.08648969563773345,0.0763730372196967,-10911335,0.08523249262843147
1747864800,6.01,6.07,6.01,6.07,6.090136457733214,6.0650619563140475,13201,6.07,6.07,6.01,6.01,6.01,6.07,6.01,6.07,56.69173968894395,63.97809829957839,NaN,NaN,NaN,NaN,0.0028384377575926822,0.07992108441668755,0.07708264665909487,-10911335,0.08343017172640067
1747951200,6.07,6.08,6,6,6.072109166186571,6.055767391126326,43863,6.08,6.08,6,6,6.07,6.08,6,6,50.916385428656525,63.20209462584301,NaN,NaN,NaN,NaN,-0.0070421897904032055,0.06827990942109086,0.07532209921149406,-10955198,0.0831851594602292
1748210400,6.14,6.23,6.11,6.2,6.097687332949257,6.076372049536851,128546,6.23,6.23,6.11,6.11,6.14,6.23,6.11,6.2,62.63015713013776,63.031091196678226,NaN,NaN,NaN,NaN,-0.0007891769296975715,0.0743356280493721,0.07512480497906968,-10826652,0.09367193378449858
1748296800,6.2,6.25,6.2,6.2,6.118149866359405,6.0940331853173015,193537,6.25,6.25,6.2,6.2,6.2,6.25,6.2,6.2,62.63015713013776,63.17656124909969,NaN,NaN,NaN,NaN,0.0024865618421786168,0.07823300728179294,0.07574644543961433,-10826652,0.09055250994274866
1748383200,6.2,6.2,6.17,6.17,6.128519893087525,6.10488558741483,84842,6.2,6.2,6.17,6.17,6.2,6.2,6.17,6.17,60.133619098048364,62.95128252449336,NaN,NaN,NaN,NaN,0.0018042859632894648,0.07800180289372616,0.07619751693043669,-10911494,0.08622733066112377
1748469600,6.2,6.22,6.15,6.18,6.13881591447002,6.115616217784139,89900,6.22,6.22,6.15,6.15,6.2,6.22,6.15,6.18,60.69603102503919,62.92667306039641,NaN,NaN,NaN,NaN,0.0012255634297922702,0.07772947121767704,0.07650390778788477,-10821594,0.0850682356139006
1748556000,6.17,6.5,6.17,6.5,6.211052731576016,6.1705281866721196,62523,6.5,6.5,6.17,6.17,6.17,6.5,6.17,6.5,73.55340221732803,63.49199741314795,NaN,NaN,NaN,NaN,0.020522766195037317,0.10215736553168142,0.0816345993366441,-10759071,0.10256336164147914
1748901600,6.48,6.49,6.4,6.4,6.248842185260813,6.2033098742903885,55639,6.49,6.49,6.4,6.4,6.48,6.49,6.4,6.4,66.25891452652664,62.93169483285681,NaN,NaN,NaN,NaN,0.024416028281897775,0.11215463468901632,0.08773860640711854,-10814710,0.10238026438137346
1748988000,6.4,6.4,6.29,6.3,6.2590737482086505,6.217122749391761,26547,6.4,6.4,6.29,6.29,6.4,6.4,6.29,6.3,59.86522780633432,61.88783452074705,NaN,NaN,NaN,NaN,0.0183946584762556,0.11073192950243804,0.09233727102618244,-10841257,0.10292453121127539
1749074400,6.35,6.4,6.3,6.4,6.28725899856692,6.243248070907223,30155,6.4,6.4,6.3,6.3,6.35,6.4,6.3,6.4,63.64334667951787,61.570263634658126,NaN,NaN,NaN,NaN,0.019196247249793477,0.11633258008842429,0.09713633283863081,-10811102,0.10271563612475576
1749160800,6.4,6.47,6.4,6.44,6.3178071988535365,6.271355489349048,45063,6.47,6.47,6.4,6.4,6.4,6.47,6.4,6.44,65.0601843647375,61.88733005129556,NaN,NaN,NaN,NaN,0.020359501710472794,0.1225857099767218,0.10222620826624901,-10766039,0.10037880497298746
1749420000,6.44,6.45,6.3,6.42,6.338245759082829,6.292590419442042,47317,6.45,6.45,6.3,6.3,6.44,6.45,6.3,6.42,63.723012628959694,61.87998395572889,NaN,NaN,NaN,NaN,0.017812998244447126,0.12449245607180792,0.1066794578273608,-10813356,0.10392317604634552
1749506400,6.42,6.45,6.4,6.45,6.360596607266263,6.315077502378893,50387,6.45,6.45,6.4,6.4,6.42,6.45,6.4,6.45,64.8887328870369,61.955903592882024,NaN,NaN,NaN,NaN,0.016225066064187985,0.12696079040759578,0.1107357243434078,-10762969,0.10007152061446369
1749592800,6.47,6.49,6.45,6.45,6.378477285813011,6.334352144896195,29140,6.49,6.49,6.45,6.45,6.47,6.49,6.45,6.45,64.8887328870369,62.54140310703152,NaN,NaN,NaN,NaN,0.013369679701974252,0.12744782397087562,0.11407814426890137,-10762969,0.09578069771343056
1749679200,6.49,6.59,6.46,6.59,6.420781828650409,6.370873267053881,58031,6.59,6.59,6.46,6.46,6.49,6.59,6.46,6.59,70.09047475776828,63.498455611947534,NaN,NaN,NaN,NaN,0.01877356241461252,0.13754509728716702,0.1187715348725545,-10704938,0.09893921930532835
